Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Everton Ribeiro,br BRA,"FW,MF",28.0,35,2813.0,80.0,82.3,31.3,34,82.0,17.0,1,27.0,0,1.89,48.0,23.0,25.0,0.8,0.06,Matches
Renê,br BRA,DF,25.0,34,2977.0,88.0,87.0,33.1,33,90.0,32.0,1,7.0,2,1.85,53.0,25.0,28.0,0.85,0.44,Matches
Léo Duarte,br BRA,DF,21.0,33,2938.0,89.0,85.9,32.6,33,89.0,32.0,0,,3,1.97,52.0,24.0,28.0,0.86,0.48,Matches
Lucas Paquetá,br BRA,"FW,MF",20.0,32,2743.0,86.0,80.2,30.5,31,88.0,26.0,1,22.0,0,1.88,45.0,23.0,22.0,0.72,-0.34,Matches
Gustavo Cuellar,co COL,MF,25.0,28,2309.0,82.0,67.5,25.7,27,85.0,21.0,1,5.0,1,2.0,45.0,19.0,26.0,1.01,0.69,Matches
Réver,br BRA,DF,33.0,26,2269.0,87.0,66.3,25.2,26,87.0,24.0,0,,0,2.04,44.0,16.0,28.0,1.11,0.95,Matches
Rodinei,br BRA,DF,26.0,28,2079.0,74.0,60.8,23.1,23,88.0,22.0,5,10.0,8,1.86,36.0,17.0,19.0,0.82,0.08,Matches
Diego Alves,br BRA,GK,32.0,23,2070.0,90.0,60.5,23.0,23,90.0,23.0,0,,0,1.96,34.0,16.0,18.0,0.78,-0.02,Matches
Diego,br BRA,MF,32.0,26,2026.0,78.0,59.2,22.5,22,86.0,16.0,4,35.0,0,1.88,37.0,14.0,23.0,1.02,0.57,Matches
Vitinho,br BRA,"FW,MF",24.0,22,1616.0,73.0,47.3,18.0,19,81.0,6.0,3,26.0,0,1.73,24.0,15.0,9.0,0.5,-0.55,Matches
Pará,br BRA,"DF,MF",31.0,20,1454.0,73.0,42.5,16.2,16,86.0,11.0,4,19.0,11,1.75,26.0,14.0,12.0,0.74,-0.08,Matches
Fernando Uribe,co COL,FW,30.0,20,1327.0,66.0,38.8,14.7,16,78.0,6.0,4,21.0,2,1.55,25.0,15.0,10.0,0.68,-0.18,Matches
Henrique Dourado,br BRA,FW,28.0,20,1169.0,58.0,34.2,13.0,16,68.0,1.0,4,19.0,12,2.24,20.0,6.0,14.0,1.08,0.44,Matches
Willian Arão,br BRA,"DF,MF",25.0,23,1461.0,64.0,42.7,16.2,15,84.0,11.0,8,26.0,12,1.87,27.0,14.0,13.0,0.8,0.02,Matches
César,br BRA,GK,26.0,14,1260.0,90.0,36.8,14.0,14,90.0,14.0,0,,24,1.71,23.0,13.0,10.0,0.71,-0.12,Matches
Vinicius Júnior,br BRA,"FW,MF",17.0,12,973.0,81.0,28.5,10.8,11,87.0,6.0,1,19.0,0,2.25,20.0,5.0,15.0,1.39,0.84,Matches
Rhodolfo,br BRA,DF,31.0,12,868.0,72.0,25.4,9.6,9,88.0,8.0,3,25.0,13,1.92,11.0,6.0,5.0,0.52,-0.36,Matches
Marlos Moreno,co COL,"FW,MF",21.0,21,631.0,30.0,18.5,7.0,6,73.0,0.0,15,13.0,12,1.62,10.0,6.0,4.0,0.57,-0.27,Matches
Robert Piris Da Motta,py PAR,MF,23.0,11,541.0,49.0,15.8,6.0,6,82.0,3.0,5,10.0,9,1.82,6.0,5.0,1.0,0.17,-0.74,Matches
Matheus Thuler,br BRA,DF,18.0,7,501.0,72.0,14.6,5.6,5,90.0,5.0,2,25.0,30,1.86,5.0,6.0,-1.0,-0.18,-1.14,Matches
Jean Lucas,br BRA,MF,19.0,14,376.0,27.0,11.0,4.2,4,68.0,0.0,10,11.0,13,2.43,8.0,5.0,3.0,0.72,-0.08,Matches
Miguel Trauco,pe PER,"DF,MF",25.0,6,368.0,61.0,10.8,4.1,4,89.0,3.0,2,7.0,17,1.67,5.0,4.0,1.0,0.24,-0.61,Matches
Juan,br BRA,DF,38.0,4,360.0,90.0,10.5,4.0,4,90.0,4.0,0,,7,1.0,7.0,7.0,0.0,0.0,-0.88,Matches
Paolo Guerrero,pe PER,FW,34.0,6,359.0,60.0,10.5,4.0,4,78.0,2.0,2,24.0,0,1.67,7.0,5.0,2.0,0.5,-0.32,Matches
Jonas,br BRA,MF,26.0,7,347.0,50.0,10.1,3.9,4,80.0,3.0,3,10.0,5,2.29,6.0,3.0,3.0,0.78,-0.01,Matches
Geuvânio,br BRA,"FW,MF",25.0,12,430.0,36.0,12.6,4.8,3,79.0,0.0,9,21.0,16,1.83,8.0,1.0,7.0,1.47,0.77,Matches
Rômulo,br BRA,MF,27.0,7,300.0,43.0,8.8,3.3,3,79.0,1.0,4,16.0,22,2.14,1.0,3.0,-2.0,-0.6,-1.52,Matches
Matheus Sávio,br BRA,MF,20.0,5,205.0,41.0,6.0,2.3,3,63.0,0.0,2,9.0,15,1.4,4.0,2.0,2.0,0.88,0.09,Matches
Lincoln,br BRA,FW,17.0,9,270.0,30.0,7.9,3.0,2,73.0,0.0,7,18.0,19,1.22,1.0,3.0,-2.0,-0.67,-1.58,Matches
Felipe Vizeu,br BRA,FW,20.0,5,159.0,32.0,4.6,1.8,1,87.0,0.0,4,18.0,1,2.6,4.0,1.0,3.0,1.7,0.95,Matches
Júlio César,br BRA,GK,38.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,0,3.0,2.0,0.0,2.0,2.0,1.24,Matches
Orlando Berrío,co COL,"FW,MF",26.0,9,149.0,17.0,4.4,1.7,0,,0.0,9,16.0,4,2.22,3.0,1.0,2.0,1.21,0.44,Matches
Gabriel Batista,br BRA,GK,19.0,0,,,,,0,,0.0,0,,7,,,,,,,Matches
Dantas,br BRA,DF,19.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Ederson,br BRA,MF,32.0,0,,,,,0,,0.0,0,,5,,,,,,,Matches
Klebinho,br BRA,"DF,MF",19.0,0,,,,,0,,0.0,0,,9,,,,,,,Matches
Michael,br BRA,DF,18.0,0,,,,,0,,0.0,0,,8,,,,,,,Matches
Mosquito,br BRA,GK,21.0,0,,,,,0,,0.0,0,,38,,,,,,,Matches
Yuri de Oliveira,br BRA,MF,17.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Ronaldo,br BRA,MF,21.0,0,,,,,0,,0.0,0,,6,,,,,,,Matches
Rafael Santos,br BRA,DF,19.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Wendel,br BRA,MF,17.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Squad Total,,,26.6,38,3420.0,90.0,100.0,38.0,418,85.0,,114,17.0,337,1.89,59.0,29.0,30.0,0.79,,
Opponent Total,,,27.0,38,3420.0,90.0,100.0,38.0,418,85.0,,113,26.0,308,0.87,29.0,59.0,-30.0,-0.79,,
